source	target
Disclosure	Confidentiality
Disclosure	Informed Consent
Disclosure	Patient Access to Records
Acro-Osteolysis	Osteolysis, Essential
Arctium	Rheum
Sinapis	Mustard Plant
Poult Enteritis Mortality Syndrome	Enteritis, Transmissible, of Turkeys
Retinal Vasculitis	Retinal Vein Occlusion
Retinal Vasculitis	Retinal Vessels
Retinal Vasculitis	Retinitis
Hemorrhagic Septicemia, Viral	Hemorrhagic Septicemia
Semiaquilegia	Aquilegia
Isochores	Base Composition
Isochores	GC Rich Sequence
Petunia	Acanthaceae
Muscle Cells	Myoblasts
Myocytes, Cardiac	Myoblasts, Cardiac
Myocytes, Cardiac	Myofibrils
Myoblasts, Cardiac	Myocytes, Cardiac
Myocytes, Smooth Muscle	Myoblasts, Smooth Muscle
Myoblasts, Smooth Muscle	Myocytes, Smooth Muscle
Avicennia	Wetlands
Myoblasts	Muscle Cells
Myoblasts, Skeletal	Muscle Fibers, Skeletal
Cotton Fiber	Gossypium
DNA Shuffling	Protein Engineering
Biomimetics	Biological Mimicry
Advance Care Planning	Terminal Care
Animal Experimentation	Animal Use Alternatives
Animal Experimentation	Bioethical Issues
Animal Experimentation	Ethics, Research
Animal Experimentation	Models, Animal
Behavior Control	Behavior Therapy
Behavior Control	Coercion
Behavior Control	Conditioning, Operant
Behavior Control	Persuasive Communication
Comprehension	Mental Competency
Comprehension	Mental Recall
Consensus	Consensus Development Conferences as Topic
Consensus	Dissent and Disputes
Contracts	Contract Services
Ethics, Research	Animal Experimentation
Ethics, Research	Embryo Research
Ethics, Research	Fetal Research
Ethics, Research	Human Experimentation
Ethics, Research	Research
Directed Tissue Donation	Oocyte Donation
Directed Tissue Donation	Tissue Donors
Duty to Recontact	Duty to Warn
Embryo Research	Embryo, Mammalian
Embryo Research	Ethics, Research
Embryo Research	Human Experimentation
Embryo Research	Stem Cell Research
Fetal Research	Ethics, Research
Fetal Research	Fetal Tissue Transplantation
Fetal Research	Fetus
Fetal Research	Human Experimentation
Ethics Consultation	Ethics, Clinical
Friends	Interpersonal Relations
Euthanasia, Active, Voluntary	Suicide, Assisted
Genetic Services	Genetic Therapy
Genetic Services	Prenatal Diagnosis
Information Dissemination	Diffusion of Innovation
Information Dissemination	Information Services
Intention	Attitude
Intention	Double Effect Principle
Intention	Goals
Interdisciplinary Communication	Interprofessional Relations
Lawyers	Jurisprudence
Minors	Adolescent
Minors	Child
Maternal-Fetal Relations	Maternal-Fetal Exchange
Maternal-Fetal Relations	Pregnancy
Maternal-Fetal Relations	Pregnant Women
Narration	Anecdotes as Topic
Narration	Narrative Therapy
Nontherapeutic Human Experimentation	Clinical Trials, Phase I as Topic
Parental Consent	Parental Notification
Parental Consent	Parents
Patient Access to Records	Disclosure
Beginning of Human Life	Embryonic and Fetal Development
Beginning of Human Life	Personhood
Andrology	Urology
Vesicular Transport Proteins	Intracellular Membranes
Vesicular Transport Proteins	Protein Transport
Vesicular Transport Proteins	Transport Vesicles
Reproductive Health Services	Reproductive Techniques
Computers, Handheld	Cell Phones
Hyperamylasemia	Amylases
Dissent and Disputes	Civil Disorders
Dissent and Disputes	Conflict (Psychology)
Dissent and Disputes	Consensus
Dissent and Disputes	Policy Making
Dissent and Disputes	Politics
Telomere-Binding Proteins	Telomere Homeostasis
RNA Interference	RNA, Small Interfering
RNA Interference	RNA-Induced Silencing Complex
RNA Interference	RNAi Therapeutics
Double Effect Principle	Intention
RNA, Small Interfering	MicroRNAs
RNA, Small Interfering	RNA Interference
RNA, Small Interfering	RNA-Induced Silencing Complex
RNA-Induced Silencing Complex	RNA Interference
RNA-Induced Silencing Complex	RNA, Small Interfering
Abdominal Wall	Abdominal Muscles
Lamins	Nuclear Lamina
Lamin Type B	Pelger-Huet Anomaly
Upper Extremity	Bones of Upper Extremity
Antigens, Nuclear	Autoantigens
Anonymous Testing	Confidentiality
Control Groups	Controlled Clinical Trials as Topic
Voluntary Programs	Mandatory Programs
Thoracic Wall	Pectoralis Muscles
Thoracic Wall	Respiratory Muscles
Retrospective Moral Judgment	Ethical Relativism
Retrospective Moral Judgment	Morals
Retrospective Moral Judgment	Professional Misconduct
Sociobiology	Biological Evolution
Sociobiology	Genetics, Behavioral
Transcription Factor TFIIIA	RNA, Ribosomal, 5S
Rare Diseases	Neglected Diseases
Rare Diseases	Orphan Drug Production
Secularism	Religion
Parental Notification	Confidentiality
Parental Notification	Mandatory Reporting
Parental Notification	Parental Consent
Parental Notification	Parents
Animal Care Committees	Ethics Committees
MicroRNAs	RNA, Small Interfering
Therapies, Investigational	Clinical Trials as Topic
Research Subjects	Human Experimentation
Biomedical Research	Animals, Laboratory
Law Enforcement	Criminal Law
Law Enforcement	Forensic Medicine
Law Enforcement	Police
Compensation and Redress	Workers' Compensation
Hepatitis A Antigens	Hepatitis Antibodies
Hepatitis A Antibodies	Hepatitis A Antigens
Capsid Proteins	Capsid
Nanotechnology	Microchemistry
Nanotechnology	Microchip Analytical Procedures
Nanotechnology	Nanostructures
Seedlings	Germination
Seedlings	Plant Shoots
Empirical Research	Data Collection
Qualitative Research	Anthropology, Cultural
Qualitative Research	Focus Groups
Intercellular Signaling Peptides and Proteins	Paracrine Communication
Intercellular Signaling Peptides and Proteins	Peptide Hormones
Intercellular Signaling Peptides and Proteins	Receptors, Growth Factor
Peptide Hormones	Intercellular Signaling Peptides and Proteins
Peptide Hormones	Receptors, Peptide
Nerve Fibers, Unmyelinated	Gray Matter
Plant Tumor-Inducing Plasmids	Agrobacterium tumefaciens
Plant Tumor-Inducing Plasmids	Fimbriae Proteins
Fimbriae Proteins	Fimbriae, Bacterial
Fimbriae Proteins	Pili, Sex
Delivery, Obstetric	Birth Injuries
Delivery, Obstetric	Dystocia
Fasciitis, Plantar	Heel Spur
Heel Spur	Fasciitis, Plantar
Directive Counseling	Genetic Counseling
Posthumous Conception	Fertilization
Posterior Tibial Tendon Dysfunction	Flatfoot
Mandatory Programs	Coercion
Mandatory Programs	Voluntary Programs
T-Cell Antigen Receptor Specificity	Antibody Specificity
Asialoglycoprotein Receptor	Asialoglycoproteins
Anthozoa	Coral Reefs
Virulence Factors	Virulence
Complement Pathway, Mannose-Binding Lectin	Mannose-Binding Lectin
Sirtuins	Silent Information Regulator Proteins, Saccharomyces cerevisiae
Pregnant Women	Maternal-Fetal Relations
Pregnant Women	Pregnancy
Aborted Fetus	Abortion, Induced
Aborted Fetus	Abortion, Spontaneous
Euthanasia, Animal	Animal Culling
Euthanasia, Animal	Animal Welfare
Gift Giving	Altruism
Gift Giving	Charities
Gift Giving	Financial Support
Gift Giving	Fund Raising
Alexander Disease	Glial Fibrillary Acidic Protein
Auditory Brain Stem Implants	Auditory Brain Stem Implantation
Auditory Brain Stem Implantation	Auditory Brain Stem Implants
Silent Information Regulator Proteins, Saccharomyces cerevisiae	Sirtuins
Virus Inactivation	Antiviral Agents
Glycemic Index	Blood Glucose
Neuronavigation	Surgery, Computer-Assisted
Anterior Temporal Lobectomy	Epilepsy, Temporal Lobe
Ribosomal Protein S6	Ribosomal Protein S6 Kinases
Shaken Baby Syndrome	Child Abuse
Otoscopy	Otoscopes
Mycorrhizae	Root Nodules, Plant
Mycorrhizae	Symbiosis
Coffin-Lowry Syndrome	Ribosomal Protein S6 Kinases
Prophages	Lysogeny
Prophages	Proviruses
Colonic Pouches	Proctocolectomy, Restorative
Poly(A)-Binding Protein II	Muscular Dystrophy, Oculopharyngeal
Muscular Dystrophy, Oculopharyngeal	Poly(A)-Binding Protein II
mRNA Cleavage and Polyadenylation Factors	RNA Processing, Post-Transcriptional
Prenatal Nutritional Physiological Phenomena	Prenatal Care
Integrin alpha4	Natalizumab
Integrin alpha6	Integrin alpha6beta1
Integrin alpha6	Integrin alpha6beta4
Histamine H1 Antagonists, Non-Sedating	Anti-Allergic Agents
After-Hours Care	Night Care
Integrin beta3	Integrin alphaVbeta3
Integrin beta3	Platelet Glycoprotein GPIIb-IIIa Complex
PubMed	MEDLINE
Pyroglyphidae	Dust
Protein Array Analysis	Protein Interaction Mapping
Genetic Diseases, X-Linked	Chromosomes, Human, X
Genetic Diseases, X-Linked	Genes, X-Linked
Genetic Diseases, X-Linked	Sex Chromosome Aberrations
Genetic Diseases, X-Linked	Sex Chromosome Disorders
Platelet Membrane Glycoprotein IIb	Platelet Glycoprotein GPIIb-IIIa Complex
Risk Reduction Behavior	Risk
Harm Reduction	Risk
Receptors, Vascular Endothelial Growth Factor	Immunoglobulin Domains
Genetic Structures	Genetics
Geographic Information Systems	Geographic Mapping
Geographic Information Systems	Remote Sensing Technology
Geographic Information Systems	Satellite Imagery
Geographic Information Systems	Spatial Analysis
Education, Public Health Professional	Public Health
Cell Phones	Computers, Handheld
Coffea	Coffee
Mechanotransduction, Cellular	Mechanoreceptors
Mechanotransduction, Cellular	Podosomes
Quantitative Trait Loci	Genes, Modifier
Quantitative Trait Loci	Quantitative Trait, Heritable
Structural Homology, Protein	Molecular Mimicry
Structural Homology, Protein	Sequence Homology, Amino Acid
Genetic Load	Hybrid Vigor
Biomimetic Materials	Biocompatible Materials
Human Characteristics	Personality
Human Characteristics	Personhood
Ethics, Business	Commerce
Ethics, Business	Ethics, Institutional
Ethics, Business	Industry
Chromosomes, Human, X	Genetic Diseases, X-Linked
Retinoschisis	Retinal Detachment
Musculoskeletal Development	Musculoskeletal System
Genes, Transgenic, Suicide	Apoptosis
Genes, Transgenic, Suicide	Genetic Therapy
Jaundice, Obstructive	Cholestasis
Jaundice, Obstructive	Cholestasis, Extrahepatic
Jaundice, Obstructive	Cholestasis, Intrahepatic
Jaundice, Obstructive	Mirizzi Syndrome
Adolescent Development	Adolescent Behavior
Chromatin Assembly and Disassembly	Histone Code
Magnetospirillum	Magnetosomes
Retinoscopy	Refraction, Ocular
Microdissection	Microsurgery
Granulocyte Precursor Cells	Leukemia, Promyelocytic, Acute
Histone Code	Chromatin Assembly and Disassembly
Histone Code	Genetic Code
Histone Code	Protein Processing, Post-Translational
DNA Replication Timing	S Phase
Intracellular Space	Extracellular Space
Intracellular Space	Intracellular Fluid
Intranuclear Space	Chromosome Positioning
Lymphangiogenesis	Lymphatic Vessels
DNA Repeat Expansion	Chromosome Fragile Sites
DNA Repeat Expansion	Chromosome Fragility
Endothelial Cells	Endothelium
Genomic Instability	Chromothripsis
Genomic Instability	DNA Sequence, Unstable
3-Methyl-2-Oxobutanoate Dehydrogenase (Lipoamide)	Maple Syrup Urine Disease
Oligoclonal Bands	Paraproteins
DNA Sequence, Unstable	Chromosome Fragility
DNA Sequence, Unstable	Genomic Instability
Chromosome Fragile Sites	Chromosome Fragility
Chromosome Fragile Sites	DNA Repeat Expansion
Chromosome Fragile Sites	Fragile X Syndrome
Lactase	Lactose Intolerance
alpha-Mannosidase	alpha-Mannosidosis
Xylan Endo-1,3-beta-Xylosidase	Xylans
DNA-Formamidopyrimidine Glycosylase	DNA Repair
Biotinidase	Biotinidase Deficiency
Biotinidase	Multiple Carboxylase Deficiency
DNA, Z-Form	DNA, A-Form
DNA, Z-Form	DNA, C-Form
Methylmalonyl-CoA Decarboxylase	Propionic Acidemia
Reproductive Behavior	Sexual Behavior
Rotaxanes	Catenanes
Catenanes	Rotaxanes
DNA, Catenated	DNA, Concatenated
DNA, Catenated	DNA, Kinetoplast
Receptors, Cannabinoid	Cannabinoids
Nanotubes	Nanotechnology
Epigenesis, Genetic	DNA Methylation
Epigenesis, Genetic	Morphogenesis
Parathyroid Hormone-Related Protein	Parathyroid Hormone
Parathyroid Hormone-Related Protein	Receptors, Parathyroid Hormone
Receptors, Calcium-Sensing	Intracellular Calcium-Sensing Proteins
Trans Fatty Acids	Linoleic Acids, Conjugated
Linoleic Acids, Conjugated	Trans Fatty Acids
Overnutrition	Hyperphagia
Contraception, Postcoital	Contraceptives, Postcoital
Vaginal Douching	Feminine Hygiene Products
Transition Temperature	Calorimetry
Transition Temperature	Crystallization
Transition Temperature	Phase Transition
Phase Transition	Chemical Precipitation
Phase Transition	Crystallization
Phase Transition	Titrimetry
Phase Transition	Transition Temperature
Ovulation Prediction	Ovulation Detection
Benzeneacetamides	Acetanilides
Enterocolitis, Neutropenic	Typhlitis
LEOPARD Syndrome	Neurofibromatosis 1
LEOPARD Syndrome	Noonan Syndrome
Neuroendoscopes	Neuroendoscopy
Neuroendoscopy	Neuroendoscopes
Dental Pellicle	Salivary Proteins and Peptides
DNA, A-Form	DNA, C-Form
DNA, A-Form	DNA, Z-Form
DNA, A-Form	Nucleic Acid Conformation
DNA, C-Form	DNA, A-Form
DNA, C-Form	DNA, Complementary
DNA, C-Form	DNA, Z-Form
DNA, C-Form	Nucleic Acid Conformation
DNA, Concatenated	DNA, Catenated
DNA, Concatenated	Tandem Repeat Sequences
Forensic Ballistics	Wounds, Gunshot
Chondrus	Carrageenan
F-Box Motifs	F-Box Proteins
F-Box Proteins	F-Box Motifs
SKP Cullin F-Box Protein Ligases	Cullin Proteins
SKP Cullin F-Box Protein Ligases	F-Box Proteins
SKP Cullin F-Box Protein Ligases	S-Phase Kinase-Associated Proteins
beta-Mannosidase	beta-Mannosidosis
Congenital Hyperinsulinism	ATP-Binding Cassette Transporters
Congenital Hyperinsulinism	Potassium Channels, Inwardly Rectifying
Mannosidase Deficiency Diseases	Mannosidases
beta-Mannosidosis	beta-Mannosidase
Electron-Transferring Flavoproteins	Electron Transport
Data Compression	Image Processing, Computer-Assisted
Data Compression	Signal Processing, Computer-Assisted
Serum	Plasma
Regenerative Medicine	Biocompatible Materials
Regenerative Medicine	Tissue Engineering
Regenerative Medicine	Tissue Therapy, Historical
Methenyltetrahydrofolate Cyclohydrolase	Formate-Tetrahydrofolate Ligase
Methenyltetrahydrofolate Cyclohydrolase	Methylenetetrahydrofolate Dehydrogenase (NADP)
Cross-Priming	Antigen Presentation
Antibodies, Phospho-Specific	Antibodies, Antiphospholipid
Reticulocytosis	Reticulocyte Count
Photosynthetic Reaction Center Complex Proteins	Thylakoids
Microbubbles	Microspheres
Complex Mixtures	Drug Combinations
Endothelium-Dependent Relaxing Factors	Nitric Oxide
Molecular Mechanisms of Pharmacological Action	Enzymes
Molecular Mechanisms of Pharmacological Action	Immunologic Factors
Molecular Mechanisms of Pharmacological Action	Proteins
DNA, Cruciform	G-Quadruplexes
DNA, Cruciform	Holliday Junction Resolvases
VDJ Recombinases	Gene Rearrangement
VDJ Recombinases	V(D)J Recombination
Chromosome Positioning	Intranuclear Space
Intranuclear Inclusion Bodies	Inclusion Bodies, Viral
DNA Repair Enzymes	DNA Damage
DNA Repair Enzymes	DNA Repair
Quantum Dots	Semiconductors
Diverticulosis, Esophageal	Diverticulum, Esophageal
Refusal to Participate	Conscience
Refusal to Participate	Patient Participation
Refusal to Participate	Refusal to Treat
Refusal to Participate	Treatment Refusal
Human Rights Abuses	Human Rights
Human Rights Abuses	Torture
Human Rights Abuses	War Crimes
Exhalation	Pulmonary Elimination
Microchip Analytical Procedures	Lab-On-A-Chip Devices
Microchip Analytical Procedures	Micromanipulation
Microchip Analytical Procedures	Nanotechnology
Microfluidic Analytical Techniques	Microfluidics
Transfer RNA Aminoacylation	Amino Acyl-tRNA Synthetases
Body Modification, Non-Therapeutic	Circumcision, Female
Body Modification, Non-Therapeutic	Self-Injurious Behavior
Protoporphyria, Erythropoietic	Ferrochelatase
Freezing Reaction, Cataleptic	Catalepsy
Freezing Reaction, Cataleptic	Immobility Response, Tonic
Freezing Reaction, Cataleptic	Immobilization
Immobility Response, Tonic	Cataplexy
Immobility Response, Tonic	Catatonia
Immobility Response, Tonic	Freezing Reaction, Cataleptic
Immobility Response, Tonic	Immobilization
Immobility Response, Tonic	Syncope
Culture Techniques	Cell Line
Culture Techniques	Cells, Cultured
Culture Techniques	Cells, Immobilized
Culture Techniques	Clone Cells
Culture Techniques	Diffusion Chambers, Culture
Culture Techniques	Tumor Cells, Cultured
Culture Techniques	Virus Cultivation
Chimerism	Chimera
Chimerism	Mosaicism
Plantibodies	Plants, Genetically Modified
Neuroepithelial Cells	Olfactory Mucosa
Neuroepithelial Cells	Taste Buds
Medical Subject Headings	MEDLINE
Deep Brain Stimulation	Electric Stimulation
Nesidioblastosis	ATP-Binding Cassette Transporters
Nesidioblastosis	KATP Channels
Patellofemoral Pain Syndrome	Chondromalacia Patellae
Chondromalacia Patellae	Patellofemoral Pain Syndrome
Fertile Period	Natural Family Planning Methods
Penicillin-Binding Proteins	Hexosyltransferases
Penicillin-Binding Proteins	Muramoylpentapeptide Carboxypeptidase
Penicillin-Binding Proteins	Peptidyl Transferases
Proteasome Endopeptidase Complex	Ubiquitin-Protein Ligase Complexes
Silk	Bombyx
Silk	Sutures
Silk	Textiles
Chalcones	Benzoates
Angiotensin II Type 1 Receptor Blockers	Angiotensin-Converting Enzyme Inhibitors
Immunoprecipitation	Antigen-Antibody Complex
Peroxisome Proliferator-Activated Receptors	Peroxisome Proliferators
PPAR gamma	Lipodystrophy, Familial Partial
Defibrillators	Electric Countershock
Inteins	Exteins
Inteins	Protein Precursors
Inteins	Protein Splicing
Exteins	Inteins
Exteins	Protein Splicing
Breast Cyst	Fibrocystic Breast Disease
Pituitary ACTH Hypersecretion	Cushing Syndrome
Chernobyl Nuclear Accident	Disasters
Chernobyl Nuclear Accident	Nuclear Reactors
Pulmonary Sclerosing Hemangioma	Hemangioma
Premature Birth	Infant, Extremely Premature
Premature Birth	Infant, Premature
Premature Birth	Obstetric Labor, Premature
Term Birth	Gestational Age
Guided Tissue Regeneration	Bioprinting
Guided Tissue Regeneration	Regeneration
Guided Tissue Regeneration	Tissue Engineering
Guided Tissue Regeneration	Tissue Therapy, Historical
Intermittent Pneumatic Compression Devices	Gravity Suits
Intermittent Pneumatic Compression Devices	Stockings, Compression
Reverse Transcription	RNA-Directed DNA Polymerase
Reverse Transcription	Reverse Transcriptase Polymerase Chain Reaction
Micronuclei, Chromosome-Defective	Micronucleus Tests
Micronuclei, Chromosome-Defective	Micronucleus, Germline
Micronucleus, Germline	Micronuclei, Chromosome-Defective
Fruiting Bodies, Fungal	Agaricales
Cell Growth Processes	Cell Size
Cell Growth Processes	Cell Survival
MAP Kinase Kinase Kinase 1	Zinc Fingers
Growth and Development	Developmental Biology
Growth and Development	Gene Expression Regulation, Developmental
Dystrophin-Associated Protein Complex	Dystroglycans
Dystroglycans	Dystrophin-Associated Protein Complex
Dystroglycans	Walker-Warburg Syndrome
Sarcoglycans	Muscular Dystrophies, Limb-Girdle
Chorioallantoic Membrane	Allantois
Chorioallantoic Membrane	Chorion
Bariatrics	Bariatric Medicine
Bariatrics	Obesity
Cell Enlargement	Hypertrophy
Cell Proliferation	Hyperplasia
Pregnancy, Unplanned	Pregnancy, Unwanted
Exhumation	Forensic Anthropology
Exhumation	Postmortem Changes
Speech Recognition Software	Communication Aids for Disabled
Speech Recognition Software	User-Computer Interface
Tay-Sachs Disease, AB Variant	G(M2) Activator Protein
Seroma	Exudates and Transudates
Mongolian Spot	Nevus, Blue
Nanostructures	Macromolecular Substances
Nanostructures	Nanotechnology
Luminescent Agents	Chromogenic Compounds
Luminescent Agents	Fluorescent Dyes
Utrophin	Dystrophin-Associated Protein Complex
Blood-Nerve Barrier	Capillary Permeability
Nomograms	Neoplasm Grading
Nomograms	Neoplasm Staging
Pachytene Stage	Crossing Over, Genetic
Systems Biology	Systems Theory
Waist-Hip Ratio	Body Fat Distribution
Esophageal Sphincter, Lower	Gastroesophageal Reflux
Esophageal Sphincter, Upper	Laryngopharyngeal Reflux
Genome, Insect	Genes, Insect
Genome, Helminth	Genes, Helminth
Nuclear Export Signals	Active Transport, Cell Nucleus
DNA Repair-Deficiency Disorders	DNA Repair Enzymes
DNA Repair-Deficiency Disorders	Genes, cdc
Sodium Chloride Symporters	Gitelman Syndrome
Andersen Syndrome	Pierre Robin Syndrome
Bone Density Conservation Agents	Bone Regeneration
Bone Density Conservation Agents	Fractures, Bone
Bone Density Conservation Agents	Osteoporosis
Bone Density Conservation Agents	Selective Estrogen Receptor Modulators
Bariatric Surgery	Bariatrics
Oncolytic Virotherapy	Oncolytic Viruses
Abdominal Fat	Obesity, Abdominal
Genes, X-Linked	Genetic Diseases, X-Linked
Genetic Diseases, Y-Linked	Genes, Y-Linked
Atherosclerosis	Chylomicron Remnants
Atherosclerosis	Plaque, Atherosclerotic
Metabolic Detoxication, Phase I	Drug Interactions
Metabolic Detoxication, Phase II	Antioxidant Response Elements
Metabolic Detoxication, Phase II	Protein Processing, Post-Translational
Body Fat Distribution	Adiposity
Body Fat Distribution	Waist-Hip Ratio
Tubulin Modulators	Microtubules
Genes, Mitochondrial	DNA, Mitochondrial
Metacarpal Bones	Metacarpus
Microbial Viability	Colony Count, Microbial
Medical Order Entry Systems	Drug Therapy, Computer-Assisted
Medical Order Entry Systems	Electronic Prescribing
Medical Order Entry Systems	Medication Systems, Hospital
Medical Order Entry Systems	Point-of-Care Systems
Cold Ischemia	Ischemia
Cold Ischemia	Warm Ischemia
Genes, Developmental	Gene Expression Regulation, Developmental
Genes, Immunoglobulin Heavy Chain	Immunoglobulin Gm Allotypes
Genes, Immunoglobulin Heavy Chain	Immunoglobulin Heavy Chains
Genes, Immunoglobulin Light Chain	Immunoglobulin Km Allotypes
Genes, Immunoglobulin Light Chain	Immunoglobulin Light Chains
VDJ Exons	Genes, Immunoglobulin Heavy Chain
VDJ Exons	Genes, T-Cell Receptor
VDJ Exons	V(D)J Recombination
VDJ Exons	VDJ Recombinases
Fomites	Disease Transmission, Infectious
Fomites	Equipment Contamination
GABA Plasma Membrane Transport Proteins	GABA Modulators
GABA Plasma Membrane Transport Proteins	Receptors, GABA
Serotonin Plasma Membrane Transport Proteins	Receptors, Serotonin
Glycine Plasma Membrane Transport Proteins	Glycine Agents
Glycine Plasma Membrane Transport Proteins	Receptors, Glycine
Bunion, Tailor's	Hallux Valgus
Oncolytic Viruses	Oncolytic Virotherapy
Glomerular Basement Membrane	Anti-Glomerular Basement Membrane Disease
Homogentisate 1,2-Dioxygenase	Alkaptonuria
Oncogene Fusion	Oncogene Proteins, Fusion
Organogold Compounds	Gold Sodium Thiosulfate
Sperm Whale	Ambergris
Proto-Oncogene Proteins c-cbl	RING Finger Domains
Transcranial Magnetic Stimulation	Magnetoencephalography
Transcranial Magnetic Stimulation	Transcranial Direct Current Stimulation
Proto-Oncogene Protein c-ets-1	ETS Motif
Orthodontic Extrusion	Crown Lengthening
STAT1 Transcription Factor	src Homology Domains
STAT3 Transcription Factor	src Homology Domains
Split-Brain Procedure	Functional Laterality
Liquid Crystals	Colloids
CREB-Binding Protein	Zinc Fingers
TRPV Cation Channels	Ankyrin Repeat
Gene Fusion	Artificial Gene Fusion
Gene Fusion	Mutant Chimeric Proteins
YY1 Transcription Factor	CYS2-HIS2 Zinc Fingers
Receptors, Pattern Recognition	Immunity, Innate
NF-E2-Related Factor 2	Antioxidant Response Elements
Glucose Transporter Type 2	Fanconi Syndrome
Dependent Ambulation	Mobility Limitation
Mobility Limitation	Dependent Ambulation
Aquaporin 2	Diabetes Insipidus, Nephrogenic
Aquaporin 4	Neuromyelitis Optica
Neuralgia, Postherpetic	Herpes Zoster
Receptor, Fibroblast Growth Factor, Type 1	Kallmann Syndrome
Receptor, Fibroblast Growth Factor, Type 2	Acrocephalosyndactylia
Receptor, Fibroblast Growth Factor, Type 2	Antley-Bixler Syndrome Phenotype
Receptor, Fibroblast Growth Factor, Type 2	Craniofacial Dysostosis
Receptor, Fibroblast Growth Factor, Type 3	Achondroplasia
I-kappa B Kinase	I-kappa B Proteins
Hyperbilirubinemia, Neonatal	Jaundice, Neonatal
Proto-Oncogene Proteins c-vav	Pleckstrin Homology Domains
Proto-Oncogene Proteins c-vav	src Homology Domains
Recoverin	Paraneoplastic Syndromes, Ocular
KCNQ1 Potassium Channel	Jervell-Lange Nielsen Syndrome
ZAP-70 Protein-Tyrosine Kinase	src Homology Domains
Xeroderma Pigmentosum Group D Protein	Xeroderma Pigmentosum
Early Growth Response Protein 1	CYS2-HIS2 Zinc Fingers
Early Growth Response Protein 2	Charcot-Marie-Tooth Disease
Basic Helix-Loop-Helix Leucine Zipper Transcription Factors	Helix-Loop-Helix Motifs
Basic Helix-Loop-Helix Leucine Zipper Transcription Factors	Leucine Zippers
Methyl-CpG-Binding Protein 2	Methyl CpG Binding Domain
Methyl-CpG-Binding Protein 2	Rett Syndrome
Basic Helix-Loop-Helix Transcription Factors	Helix-Loop-Helix Motifs
Delayed Graft Function	Graft Rejection
Delayed Graft Function	Graft Survival
Sex-Determining Region Y Protein	Genes, sry
Twist-Related Protein 1	Acrocephalosyndactylia
Sialic Acid Binding Ig-like Lectin 2	Immunoglobulin Domains
Centromere Protein B	Centromere
Antigens, CD86	Immunoglobulin Domains
fms-Like Tyrosine Kinase 3	Immunoglobulin Domains
Bulimia Nervosa	Bulimia
N-Ethylmaleimide-Sensitive Proteins	Membrane Fusion
N-Ethylmaleimide-Sensitive Proteins	Membrane Fusion Proteins
Conus Snail	Conotoxins
Warm Ischemia	Cold Ischemia
Warm Ischemia	Ischemia
Sialomucins	Sialic Acids
Genes, Neoplasm	Neoplasm Proteins
Intracellular Calcium-Sensing Proteins	Receptors, Calcium-Sensing
Frasier Syndrome	Fraser Syndrome
Ferrosoferric Oxide	Magnetosomes
Endocrine Disruptors	Hormones, Hormone Substitutes, and Hormone Antagonists
Clutch Size	Oviparity
Clutch Size	Oviposition
Clutch Size	Ovoviviparity
Ovoviviparity	Clutch Size
Viviparity, Nonmammalian	Litter Size
Oviparity	Clutch Size
Oviparity	Oviposition
Targeted Gene Repair	DNA Repair
Lipodystrophy, Familial Partial	PPAR gamma
Infant, Extremely Low Birth Weight	Infant, Extremely Premature
Muscle Stretching Exercises	Yoga
Allostasis	Adaptation, Psychological
Nutritional Sciences	Food Technology
Nutritional Sciences	Nutritional Physiological Phenomena
Foreskin	Circumcision, Male
Phototrophic Processes	Autotrophic Processes
Phototrophic Processes	Chemoautotrophic Growth
Phototrophic Processes	Heterotrophic Processes
Phototrophic Processes	Nutritional Physiological Phenomena
Autotrophic Processes	Heterotrophic Processes
Autotrophic Processes	Nutritional Physiological Phenomena
Autotrophic Processes	Phototrophic Processes
Heterotrophic Processes	Autotrophic Processes
Heterotrophic Processes	Chemoautotrophic Growth
Heterotrophic Processes	Nutritional Physiological Phenomena
Heterotrophic Processes	Phototrophic Processes
Chemoautotrophic Growth	Heterotrophic Processes
Chemoautotrophic Growth	Nutritional Physiological Phenomena
Chemoautotrophic Growth	Phototrophic Processes
Optical Tweezers	Lasers
Pore Forming Cytotoxic Proteins	Porins
Environmental Restoration and Remediation	Agricultural Inoculants
Environmental Restoration and Remediation	Environmental Monitoring
Environmental Restoration and Remediation	Waste Management
Bariatric Medicine	Bariatric Surgery
Bariatric Medicine	Bariatrics
Analytic Sample Preparation Methods	Histocytological Preparation Techniques
Trophozoites	Parasite Encystment
Influenza A Virus, H1N1 Subtype	Influenza Pandemic, 1918-1919
Respiratory Aspiration	Pneumonia, Aspiration
Cyclohexenes	Benzoquinones
Mitochondrial Size	Mitochondrial Swelling
Myeloblastin	Granulomatosis with Polyangiitis
Plant Exudates	Exudates and Transudates
Caspase 8	Autoimmune Lymphoproliferative Syndrome
Root Nodules, Plant	Mycorrhizae
Root Nodules, Plant	Plant Root Nodulation
Receptors, Death Domain	Receptors, Tumor Necrosis Factor
Gene Regulatory Networks	Gene Expression Regulation
Gene Regulatory Networks	Protein Interaction Maps
Chylomicron Remnants	Atherosclerosis
Apolipoprotein C-II	Hyperlipoproteinemia Type I
Ectodysplasins	Ectodermal Dysplasia 1, Anhidrotic
Edar Receptor	Ectodermal Dysplasia 3, Anhidrotic
Edar Receptor	Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive
